Date,ICLN,XLE,SPY
2018-01-02,8.423615455627441,25.747262954711914,236.56216430664062
2018-01-03,8.405805587768555,26.132850646972656,238.05845642089844
2018-01-04,8.343473434448242,26.290599822998047,239.06182861328125
2018-01-05,8.370187759399414,26.28008460998535,240.65496826171875
2018-01-08,8.494851112365723,26.437829971313477,241.09510803222656
2018-01-09,8.477042198181152,26.37122917175293,241.6407928466797
2018-01-10,8.459235191345215,26.33967399597168,241.27108764648438
2018-01-11,8.62841796875,26.87950897216797,243.03135681152344
2018-01-12,8.601703643798828,27.138914108276367,244.61572265625
2018-01-16,8.566089630126953,26.795387268066406,243.7795867919922
2018-01-17,8.619512557983398,27.030244827270508,246.1032257080078
2018-01-18,8.557182312011719,26.809406280517578,245.68943786621094
2018-01-19,8.574989318847656,26.77434730529785,246.80731201171875
2018-01-22,8.574989318847656,27.352741241455078,248.8140411376953
2018-01-23,8.548279762268066,27.310678482055664,249.34219360351562
2018-01-24,8.512660026550293,27.237060546875,249.2454376220703
2018-01-25,8.539373397827148,27.023231506347656,249.3509063720703
2018-01-26,8.539373397827148,27.17046546936035,252.23794555664062
2018-01-29,8.512660026550293,26.760324478149414,250.5655517578125
2018-01-30,8.512660026550293,26.220497131347656,247.9955596923828
2018-01-31,8.521564483642578,26.238021850585938,248.11875915527344
2018-02-01,8.477042198181152,26.507936477661133,247.8370819091797
2018-02-02,8.290050506591797,25.400226593017578,242.44175720214844
2018-02-05,8.031819343566895,24.334579467773438,232.30218505859375
2018-02-06,8.103057861328125,24.527379989624023,236.8790740966797
2018-02-07,8.05853271484375,24.117246627807617,235.59402465820312
2018-02-08,7.8448262214660645,23.38812255859375,226.7571258544922
2018-02-09,7.880444049835205,23.370588302612305,230.16342163085938
2018-02-12,8.02291488647461,23.752683639526367,233.543212890625
2018-02-13,8.129770278930664,23.6545352935791,234.12411499023438
2018-02-14,8.23662281036377,23.998056411743164,237.283935546875
2018-02-15,8.414710998535156,23.9384708404541,240.31167602539062
2018-02-16,8.450328826904297,23.878881454467773,240.38211059570312
2018-02-20,8.414710998535156,23.749177932739258,238.87701416015625
2018-02-21,8.459235191345215,23.349557876586914,237.6887664794922
2018-02-22,8.477042198181152,23.60545539855957,237.996826171875
2018-02-23,8.423615455627441,24.117246627807617,241.79029846191406
2018-02-26,8.53046703338623,24.26097297668457,244.5980682373047
2018-02-27,8.405805587768555,23.945486068725586,241.54393005371094
2018-02-28,8.334569931030273,23.395126342773438,239.09710693359375
2018-03-01,8.281144142150879,23.360078811645508,235.62045288085938
2018-03-02,8.334569931030273,23.468748092651367,236.83499145507812
2018-03-05,8.361285209655762,23.71762466430664,239.57232666015625
2018-03-06,8.423615455627441,23.731645584106445,240.17971801757812
2018-03-07,8.441423416137695,23.552873611450195,240.09158325195312
2018-03-08,8.43251895904541,23.54587173461914,241.25350952148438
2018-03-09,8.494851112365723,23.994552612304688,245.4518585205078
2018-03-12,8.539373397827148,23.987546920776367,245.1437530517578
2018-03-13,8.521564483642578,23.81578254699707,243.55950927734375
2018-03-14,8.539373397827148,23.67556381225586,242.30967712402344
2018-03-15,8.548279762268066,23.552873611450195,242.04551696777344
2018-03-16,8.485946655273438,23.76293182373047,242.30809020996094
2018-03-19,8.53046703338623,23.395767211914062,239.029541015625
2018-03-20,8.601703643798828,23.59347915649414,239.43606567382812
2018-03-21,8.62841796875,24.211294174194336,238.97654724121094
2018-03-22,8.477042198181152,23.7170352935791,233.00279235839844
2018-03-23,8.361285209655762,23.572290420532227,228.0364532470703
2018-03-26,8.655131340026855,23.995941162109375,234.27525329589844
2018-03-27,8.521564483642578,23.769989013671875,230.28985595703125
2018-03-28,8.441423416137695,23.307510375976562,229.6094207763672
2018-03-29,8.477042198181152,23.798236846923828,232.5432891845703
2018-04-02,8.352378845214844,23.32163429260254,227.52389526367188
2018-04-03,8.548279762268066,23.81941795349121,230.4401092529297
2018-04-04,8.62841796875,23.787647247314453,232.9055938720703
2018-04-05,8.690750122070312,24.214815139770508,234.74366760253906
2018-04-06,8.566089630126953,23.777053833007812,229.51220703125
2018-04-09,8.681844711303711,23.890026092529297,230.6433868408203
2018-04-10,8.735271453857422,24.68083381652832,234.31063842773438
2018-04-11,8.708556175231934,24.938541412353516,233.0823516845703
2018-04-12,8.753081321716309,24.935016632080078,234.99993896484375
2018-04-13,8.672938346862793,25.21038818359375,234.31063842773438
2018-04-16,8.619512557983398,25.468097686767578,236.237060546875
2018-04-17,8.681844711303711,25.566953659057617,238.7644500732422
2018-04-18,8.761985778808594,25.96941375732422,238.94122314453125
2018-04-19,8.753081321716309,26.001184463500977,237.6156768798828
2018-04-20,8.717464447021484,25.87762451171875,235.6007537841797
2018-04-23,8.64622688293457,26.03648567199707,235.5655517578125
2018-04-24,8.58389663696289,25.757593154907227,232.39303588867188
2018-04-25,8.557182312011719,25.96236228942871,232.96742248535156
2018-04-26,8.664034843444824,26.34010124206543,235.3357696533203
2018-04-27,8.815412521362305,26.06120491027832,235.556640625
2018-04-30,8.770889282226562,26.057666778564453,233.7450714111328
2018-05-01,8.779792785644531,25.898805618286133,234.1604461669922
2018-05-02,8.735271453857422,26.004714965820312,232.5874481201172
2018-05-03,8.717464447021484,25.9447021484375,232.0749053955078
2018-05-04,8.735271453857422,26.071800231933594,235.07948303222656
2018-05-07,8.779792785644531,26.107099533081055,235.87477111816406
2018-05-08,8.672938346862793,26.31186294555664,235.87477111816406
2018-05-09,8.753081321716309,26.848474502563477,238.15475463867188
2018-05-10,8.913360595703125,27.04970359802246,240.38162231445312
2018-05-11,8.84212589263916,27.088544845581055,241.11508178710938
2018-05-14,8.886648178100586,27.275651931762695,241.22996520996094
2018-05-15,8.859933853149414,27.282711029052734,239.56858825683594
2018-05-16,8.886648178100586,27.378036499023438,240.57591247558594
2018-05-17,8.859933853149414,27.791086196899414,240.372802734375
2018-05-18,8.78869915008545,27.57573127746582,239.77183532714844
2018-05-21,8.895553588867188,27.8581600189209,241.57456970214844
2018-05-22,8.92226505279541,27.487483978271484,240.9029998779297
2018-05-23,8.886648178100586,27.483938217163086,241.56581115722656
2018-05-24,8.779792785644531,27.032054901123047,241.0709228515625
2018-05-25,8.672938346862793,26.329524993896484,240.49647521972656
2018-05-29,8.539373397827148,26.24831199645996,237.73049926757812
